record,task,channel,highpass,timeSec,left,right,delta,left_huber,right_huber,delta_huber
A,1,Fz,0.1,-0.12109375,-0.756335130809562,-0.0465244091063984,0.709810721703163,-0.728256981868693,0.0512431834991535,0.779500165367846
A,1,Fz,0.1,-0.1171875,-0.686645966452963,-0.0656571147947019,0.620988851658262,-0.842719894437018,0.158172609997389,1.00089250443441
A,1,Fz,0.1,-0.11328125,-0.543609246952057,-0.104315711003636,0.43929353594842,-0.684934147610779,-0.00556088208875998,0.679373265522019
A,1,Fz,0.1,-0.109375,-0.325365199492959,-0.152510480840376,0.172854718652583,-0.614600070374093,-0.250261701407961,0.364338368966132
A,1,Fz,0.1,-0.10546875,-0.0418311263166811,-0.192022138335857,-0.150191012019176,-0.173381091196787,-0.484292422405454,-0.310911331208667
A,1,Fz,0.1,-0.1015625,0.272972764429005,-0.212777332568313,-0.485750096997318,0.36838329580157,-0.425918667042224,-0.794301962843794
A,1,Fz,0.1,-0.09765625,0.574063767522984,-0.229058569621777,-0.803122337144761,0.803034049816505,-0.130085275148782,-0.933119324965287
A,1,Fz,0.1,-0.09375,0.824410055358523,-0.272910133453109,-1.09732018881163,1.02966733918442,-0.0705230207195223,-1.10019035990394
A,1,Fz,0.1,-0.08984375,1.00606065718668,-0.368128533479751,-1.37418919066643,1.13073774092344,-0.105644557963247,-1.23638229888669
A,1,Fz,0.1,-0.0859375,1.11816937591067,-0.521644686391348,-1.63981406230202,1.22417442626746,-0.265400294166834,-1.4895747204343
A,1,Fz,0.1,-0.08203125,1.17027977141178,-0.718515844251168,-1.88879561566295,1.22663826026131,-0.600844802295715,-1.82748306255703
A,1,Fz,0.1,-0.078125,1.18076915776769,-0.922445559770436,-2.10321471753812,1.21396694238738,-1.01549690808981,-2.22946385047719
A,1,Fz,0.1,-0.07421875,1.17271138979353,-1.08733146549742,-2.26004285529095,1.04253563504157,-1.22186599386573,-2.2644016289073
